"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-04","British Columbia","2016A000259","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105409744","11.1.12.1","10770","B","","","0"
"2023-07","British Columbia","2016A000259","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105409744","11.1.12.1","11300","B","","","0"
"2023-01","British Columbia","2016A000259","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105409747","11.1.13.1","3730","B","","","0"
"2023-04","British Columbia","2016A000259","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105409747","11.1.13.1","4010","C","","","0"
"2023-07","British Columbia","2016A000259","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105409747","11.1.13.1","3435","B","","","0"
"2023-01","Yukon","2016A000260","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105501067","12.1.5.1","410","D","","","0"
"2023-04","Yukon","2016A000260","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105501067","12.1.5.1","420","D","","","0"
"2023-07","Yukon","2016A000260","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105501067","12.1.5.1","365","D","","","0"
"2023-01","Yukon","2016A000260","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105501070","12.1.6.1","315","D","","","0"
"2023-04","Yukon","2016A000260","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105501070","12.1.6.1","440","D","","","0"
"2023-07","Yukon","2016A000260","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105501070","12.1.6.1","395","D","","","0"
"2023-01","Yukon","2016A000260","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105501073","12.1.7.1","220","D","","","0"
"2023-04","Yukon","2016A000260","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105501073","12.1.7.1","225","D","","","0"
"2023-07","Yukon","2016A000260","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105501073","12.1.7.1","195","E","","","0"
"2023-01","Yukon","2016A000260","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105501082","12.1.10.1","50","E","","","0"
"2023-04","Yukon","2016A000260","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105501082","12.1.10.1","60","D","","","0"
"2023-07","Yukon","2016A000260","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105501082","12.1.10.1","","F","","","0"
"2023-01","Yukon","2016A000260","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105501088","12.1.12.1","165","E","","","0"
"2023-04","Yukon","2016A000260","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105501088","12.1.12.1","","F","","","0"
"2023-07","Yukon","2016A000260","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105501088","12.1.12.1","115","E","","","0"
"2023-01","Yukon","2016A000260","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105501091","12.1.13.1","","F","","","0"
"2023-04","Yukon","2016A000260","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105501091","12.1.13.1","","F","","","0"
"2023-07","Yukon","2016A000260","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105501091","12.1.13.1","","F","","","0"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105592411","13.1.5.1","335","D","","","0"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105592411","13.1.5.1","495","D","","","0"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105592411","13.1.5.1","315","D","","","0"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105592414","13.1.6.1","225","D","","","0"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105592414","13.1.6.1","245","D","","","0"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105592414","13.1.6.1","240","D","","","0"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105592417","13.1.7.1","380","D","","","0"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105592417","13.1.7.1","305","D","","","0"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105592417","13.1.7.1","285","D","","","0"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105592426","13.1.10.1","65","E","","","0"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105592426","13.1.10.1","","F","","","0"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105592426","13.1.10.1","20","E","","","0"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105592432","13.1.12.1","305","D","","","0"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105592432","13.1.12.1","195","D","","","0"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105592432","13.1.12.1","240","D","","","0"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105592435","13.1.13.1","","F","","","0"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105592435","13.1.13.1","","F","","","0"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105592435","13.1.13.1","85","E","","","0"
"2023-01","Nunavut","2016A000262","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105683755","14.1.5.1","185","E","","","0"
"2023-04","Nunavut","2016A000262","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105683755","14.1.5.1","230","E","","","0"
"2023-07","Nunavut","2016A000262","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105683755","14.1.5.1","","F","","","0"
"2023-01","Nunavut","2016A000262","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105683758","14.1.6.1","215","D","","","0"
"2023-04","Nunavut","2016A000262","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105683758","14.1.6.1","205","D","","","0"
"2023-07","Nunavut","2016A000262","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105683758","14.1.6.1","80","E","","","0"
"2023-01","Nunavut","2016A000262","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105683761","14.1.7.1","105","D","","","0"
"2023-04","Nunavut","2016A000262","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105683761","14.1.7.1","190","D","","","0"
"2023-07","Nunavut","2016A000262","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105683761","14.1.7.1","205","D","","","0"
"2023-01","Nunavut","2016A000262","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105683770","14.1.10.1","","F","","","0"
"2023-04","Nunavut","2016A000262","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105683770","14.1.10.1","","F","","","0"
"2023-07","Nunavut","2016A000262","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105683770","14.1.10.1","","F","","","0"
"2023-01","Nunavut","2016A000262","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105683776","14.1.12.1","25","E","","","0"
"2023-04","Nunavut","2016A000262","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105683776","14.1.12.1","","F","","","0"
"2023-07","Nunavut","2016A000262","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105683776","14.1.12.1","25","D","","","0"
"2023-01","Nunavut","2016A000262","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105683779","14.1.13.1","100","B","","","0"
"2023-04","Nunavut","2016A000262","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105683779","14.1.13.1","","F","","","0"
"2023-07","Nunavut","2016A000262","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105683779","14.1.13.1","","F","","","0"
