"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-04","Alberta","2016A000248","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105318404","10.1.13.2","1.5","B","","","1"
"2023-07","Alberta","2016A000248","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105318404","10.1.13.2","1.7","C","","","1"
"2023-01","British Columbia","2016A000259","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105409724","11.1.5.2","35.0","A","","","1"
"2023-04","British Columbia","2016A000259","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105409724","11.1.5.2","37.0","A","","","1"
"2023-07","British Columbia","2016A000259","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105409724","11.1.5.2","35.1","A","","","1"
"2023-01","British Columbia","2016A000259","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105409727","11.1.6.2","25.8","A","","","1"
"2023-04","British Columbia","2016A000259","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105409727","11.1.6.2","26.8","A","","","1"
"2023-07","British Columbia","2016A000259","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105409727","11.1.6.2","26.2","A","","","1"
"2023-01","British Columbia","2016A000259","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105409730","11.1.7.2","23.7","A","","","1"
"2023-04","British Columbia","2016A000259","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105409730","11.1.7.2","21.3","A","","","1"
"2023-07","British Columbia","2016A000259","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105409730","11.1.7.2","22.3","A","","","1"
"2023-01","British Columbia","2016A000259","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105409739","11.1.10.2","3.6","B","","","1"
"2023-04","British Columbia","2016A000259","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105409739","11.1.10.2","3.9","B","","","1"
"2023-07","British Columbia","2016A000259","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105409739","11.1.10.2","3.9","B","","","1"
"2023-01","British Columbia","2016A000259","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105409745","11.1.12.2","8.9","B","","","1"
"2023-04","British Columbia","2016A000259","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105409745","11.1.12.2","8.1","B","","","1"
"2023-07","British Columbia","2016A000259","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105409745","11.1.12.2","9.6","B","","","1"
"2023-01","British Columbia","2016A000259","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105409748","11.1.13.2","3.0","B","","","1"
"2023-04","British Columbia","2016A000259","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105409748","11.1.13.2","3.0","B","","","1"
"2023-07","British Columbia","2016A000259","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105409748","11.1.13.2","2.9","B","","","1"
"2023-01","Yukon","2016A000260","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105501068","12.1.5.2","34.3","C","","","1"
"2023-04","Yukon","2016A000260","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105501068","12.1.5.2","31.7","D","","","1"
"2023-07","Yukon","2016A000260","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105501068","12.1.5.2","31.0","D","","","1"
"2023-01","Yukon","2016A000260","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105501071","12.1.6.2","26.3","D","","","1"
"2023-04","Yukon","2016A000260","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105501071","12.1.6.2","33.1","D","","","1"
"2023-07","Yukon","2016A000260","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105501071","12.1.6.2","33.5","D","","","1"
"2023-01","Yukon","2016A000260","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105501074","12.1.7.2","18.6","D","","","1"
"2023-04","Yukon","2016A000260","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105501074","12.1.7.2","16.9","D","","","1"
"2023-07","Yukon","2016A000260","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105501074","12.1.7.2","16.6","D","","","1"
"2023-01","Yukon","2016A000260","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105501083","12.1.10.2","4.2","E","","","1"
"2023-04","Yukon","2016A000260","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105501083","12.1.10.2","4.7","E","","","1"
"2023-07","Yukon","2016A000260","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105501083","12.1.10.2","5.5","E","","","1"
"2023-01","Yukon","2016A000260","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105501089","12.1.12.2","14.1","E","","","1"
"2023-04","Yukon","2016A000260","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105501089","12.1.12.2","","F","","","1"
"2023-07","Yukon","2016A000260","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105501089","12.1.12.2","9.8","E","","","1"
"2023-01","Yukon","2016A000260","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105501092","12.1.13.2","","F","","","1"
"2023-04","Yukon","2016A000260","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105501092","12.1.13.2","","F","","","1"
"2023-07","Yukon","2016A000260","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105501092","12.1.13.2","","F","","","1"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105592412","13.1.5.2","23.7","D","","","1"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105592412","13.1.5.2","36.1","D","","","1"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105592412","13.1.5.2","26.9","D","","","1"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105592415","13.1.6.2","15.9","D","","","1"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105592415","13.1.6.2","18.0","D","","","1"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105592415","13.1.6.2","20.2","D","","","1"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105592418","13.1.7.2","27.1","D","","","1"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105592418","13.1.7.2","22.2","D","","","1"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105592418","13.1.7.2","24.0","D","","","1"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105592427","13.1.10.2","4.6","E","","","1"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105592427","13.1.10.2","","F","","","1"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105592427","13.1.10.2","1.7","E","","","1"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105592433","13.1.12.2","21.5","D","","","1"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105592433","13.1.12.2","14.4","D","","","1"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105592433","13.1.12.2","20.1","D","","","1"
"2023-01","Northwest Territories","2016A000261","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105592436","13.1.13.2","","F","","","1"
"2023-04","Northwest Territories","2016A000261","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105592436","13.1.13.2","","F","","","1"
"2023-07","Northwest Territories","2016A000261","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105592436","13.1.13.2","7.0","E","","","1"
"2023-01","Nunavut","2016A000262","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105683756","14.1.5.2","28.4","D","","","1"
"2023-04","Nunavut","2016A000262","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105683756","14.1.5.2","32.9","D","","","1"
"2023-07","Nunavut","2016A000262","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105683756","14.1.5.2","46.3","D","","","1"
"2023-01","Nunavut","2016A000262","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105683759","14.1.6.2","33.8","C","","","1"
"2023-04","Nunavut","2016A000262","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105683759","14.1.6.2","29.1","D","","","1"
"2023-07","Nunavut","2016A000262","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105683759","14.1.6.2","13.3","E","","","1"
"2023-01","Nunavut","2016A000262","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105683762","14.1.7.2","16.7","D","","","1"
"2023-04","Nunavut","2016A000262","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105683762","14.1.7.2","26.9","D","","","1"
"2023-07","Nunavut","2016A000262","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105683762","14.1.7.2","34.3","D","","","1"
"2023-01","Nunavut","2016A000262","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105683771","14.1.10.2","","F","","","1"
"2023-04","Nunavut","2016A000262","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105683771","14.1.10.2","","F","","","1"
"2023-07","Nunavut","2016A000262","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105683771","14.1.10.2","","F","","","1"
"2023-01","Nunavut","2016A000262","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105683777","14.1.12.2","3.6","E","","","1"
"2023-04","Nunavut","2016A000262","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105683777","14.1.12.2","","F","","","1"
"2023-07","Nunavut","2016A000262","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105683777","14.1.12.2","3.8","E","","","1"
"2023-01","Nunavut","2016A000262","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105683780","14.1.13.2","15.6","C","","","1"
"2023-04","Nunavut","2016A000262","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105683780","14.1.13.2","","F","","","1"
"2023-07","Nunavut","2016A000262","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105683780","14.1.13.2","","F","","","1"
